actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
transporte guagua,Autobuses Gomera Tours,AV,Avenida,Modesto Hernandez Gonzalez,68,38639.0,38035,San Miguel,P I Las Chafiras,,,922736052.0,,-16.62162506,28.04897753,2017-02-15T11:40:07.893000,2018-04-04T09:17:16.284000
transporte guagua,Autobuses Gomera Tours,AV,Avenida,Modesto Hernandez Gonzalez,68,38639.0,38035,San Miguel,P I Las Chafiras,,,922736052.0,,-16.62121537,28.04901878,2017-02-15T11:40:07.893000,2018-04-04T09:17:16.284000
transporte guagua,Autobuses Tenerife Tours,CL,Calle,Araujo,35,38639.0,38035,San Miguel,Z I Las Andoriñas,www.autobusestenerifetours.com,info@autobusestenerifetorus.com,922362500.0,,-16.60705565,28.05475823,2017-02-15T11:40:07,2017-02-16T13:51:26.067000
transporte guagua,Autocares Jose Luis Lopez,CL,Calle,Valois,47,38400.0,38028,Puerto de la Cruz,,,,922373974.0,,-16.5442043,28.41577089,2016-05-09T12:45:15.374000,2015-08-04T13:21:58.324000
transporte guagua,Autocares Viajes Teide,AV,Avenida,La Habana,14,38650.0,38006,Arona,Los Cristianos Ed Azahara Lc 2,www.viajesteide.es,info@viajesteide.es,922795864.0,922796652.0,-16.72445677,28.0546693,2016-05-09T12:45:15.374000,2015-08-04T12:41:33.715000
transporte aereo,Binter Canarias,CM,Camino,San Lazaro,158,38206.0,38023,La Laguna,Pg Los Rodeos,www.bintercanarias.com,,922634822.0,,-16.3424936,28.48864559,2016-05-09T12:45:15,2016-07-29T10:30:07.089000
aparcamiento publico,Canaauto Aparcamiento,CL,Calle,Las Industrias,0,38108.0,38023,La Laguna,Z I Las Torres De Taco,www.altadis.com,dircomsp@altadis.com,922257707.0,629569000.0,-16.29292542,28.4488692,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
transporte mercancia,Canarian Moving,CL,Calle,Araujo,0,38639.0,38035,San Miguel,Z I Las Andoriñas,,,696203728.0,,-16.6079446,28.05405153,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
transporte mercancia,Canarias International Forwarding,PG,Polígono,Industrial Valle de Guimar,0,38509.0,38004,Arafo,PG GUIMAR MZ E PARC 6,www.logisticacif.com,info@loisticacif.com,922539127.0,922539365.0,-16.36686364,28.3307175,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
transporte mercancia,Caniber Alfaland Canarias,CL,Calle,Juan De La Cierva,4,38109.0,38032,El Rosario,PI La Campana San Isidro Nv A,www.alfaland.es,jcano.caniber@alfaland.es,922617771.0,922617169.0,-16.3172906,28.41303603,2017-02-15T11:40:07.893000,2017-06-28T12:03:36.848000
aparcamiento publico,Centro Comercial Santa Cruz Carrefour Aparcamiento,CL,Calle,Bentagay,1,38111.0,38038,Santa Cruz de Tenerife,CC Santa Cruz Carrefour,,,,,-16.30113636,28.42641618,2016-05-09T12:45:15.374000,2015-11-25T14:49:15.175000
aparcamiento publico,Centro Comercial Tres de Mayo Aparcamiento,AV,Avenida,Tres de Mayo,7,38003.0,38038,Santa Cruz de Tenerife,CC Tres de Mayo,www.cc3demayo.com,info@cc3demayo.com,922235343.0,922229549.0,-16.25599085,28.45870369,2016-05-09T12:45:15.374000,2016-02-15T10:40:21.581000
transporte mercancia,Coldocks,CL,Calle,Interior Darsena Pesquera,0,38120.0,38038,Santa Cruz de Tenerife,Z I Darsena Norte Puerto,,info@coldocks.com,656457450.0,,-16.19791016,28.49924474,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
transporte guagua,Compañia de Transportes Anaga,CL,Calle,Camelia,8,38107.0,38038,Santa Cruz de Tenerife,Laderitas del Pilar,,,922620113.0,,-16.32269555,28.42365451,2016-05-09T12:45:15.374000,2015-08-04T10:46:09.756000
transporte mercancia,Comunicacion y Logistica Canarias,CL,Calle,Tijarafe,0,38108.0,38023,La Laguna,P I Los Majuelos Edificio Multiusos,www.logisticacanaria.es,,902999727.0,,-16.29900325,28.46089963,2017-02-15T11:40:07.893000,2018-12-13T14:07:50.160000
transporte taxi,Cooperativa de Taxi Arona,CL,Calle,Infanta Elena,28,38632.0,38006,Arona,Pg Cho,,,922720708.0,0.0,-16.65122408,28.04953251,2016-05-09T12:45:15.374000,2017-05-15T09:48:44.425000
transporte sociosanitario,Cruz Roja - Puesto de Ambulancias,CL,Calle,El Carmen,8,38580.0,38005,Arico,Villa de Arico,www.cruzroja.es,,,,-16.50032,28.16507099,2016-05-09T12:45:15.374000,2023-03-10T14:08:31.968000
transporte sociosanitario,Cruz Roja - Puesto de Ambulancias,CL,Calle,San Lucas,60,38002.0,38038,Santa Cruz de Tenerife,,www.cruzroja.es,tenerife@cruzroja.es,922282482.0,922246744.0,-16.2524028,28.46883325,2016-05-09T12:45:15.374000,2023-03-10T14:10:57.997000
transporte sociosanitario,Cruz Roja - Puesto de Ambulancias,AV,Avenida,La Constitucion,0,38509.0,38011,Candelaria,El Pozo,www.cruzroja.es,candelaria@cruzroja.es,922500010.0,,-16.36907396,28.35765669,2016-05-09T12:45:15.374000,2023-03-10T14:10:57.997000
transporte maritimo,Delfin Lines Canarias,CL,Calle,Transversal 1 Darsena Pesquera,0,38120.0,38038,Santa Cruz de Tenerife,Z I Darsena Norte Puerto,,,922591143.0,,-16.20134334,28.49896691,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
transporte mercancia,Directrans Express,CL,Calle,Laura Grote De La Puerta,2,38110.0,38038,Santa Cruz de Tenerife,P I El Mayorazgo Edificio Alex,www.directransexpress.com,,922265544.0,922265569.0,-16.28549852,28.44336342,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
transporte mercancia,Directrans Express,CL,Calle,Laura Grote De La Puerta,16,38110.0,38038,Santa Cruz de Tenerife,P I El Mayorazgo Edificio Alex,www.directransexpress.com,,922265544.0,922265569.0,-16.28545162,28.4432432,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
transporte mercancia,Directrans Express,CL,Calle,Laura Grote De La Puerta,0,38110.0,38038,Santa Cruz de Tenerife,P I El Mayorazgo Edificio Alex,www.directransexpress.com,,922265544.0,922265569.0,-16.28547254,28.44329682,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
aparcamiento publico,Discoteca Audade Aparcamiento,CL,Calle,Fernando Arozena Quinterio,3,38009.0,38038,Santa Cruz de Tenerife,P I Costa Sur Buenos Aires,www.asaudade.es,info@asaudade.es,922237830.0,922237831.0,-16.26825332,28.4543735,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
transporte mercancia,Escaleras,CL,Calle,Panama,0,38009.0,38038,Santa Cruz de Tenerife,P I Costa Sur Buenos Aires Edificio Luna,www.tip-sa.com,tenerife@tip-sa.com,922591164.0,922231562.0,-16.26672431,28.45448808,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
transporte guagua,Esquivel Bus,CL,Calle,Principe Pelinor,3,38670.0,38001,Adeje,,www.esquivelbus.com,info@esquivelbus.com,922710252.0,922710380.0,-16.72467774,28.12322045,2016-05-09T12:45:15,2016-11-16T14:06:37.136000
estacion guaguas,Estacion de Guaguas,CL,Calle,El Pozo,14,38400.0,38028,Puerto de la Cruz,,,,922381807.0,,-16.55343527,28.41434645,2016-05-09T12:45:15.374000,2015-08-04T13:21:58.324000
estacion guaguas,Estacion de Guaguas,CL,Calle,Las Calzadas,3,38600.0,38017,Granadilla de Abona,,,,922770606.0,,-16.57742518,28.11896504,2016-05-09T12:45:15.374000,2015-08-04T11:56:42.718000
estacion guaguas,Estacion de Guaguas,AV,Avenida,Santa Cruz,51,38500.0,38020,Güimar,,,,922511665.0,,-16.40843991,28.31895235,2016-05-09T12:45:15.374000,2016-11-08T13:05:19.248000
estacion guaguas,Estacion de Guaguas,CL,Calle,La Cancela,1,38480.0,38010,Buenavista del Norte,,www.titsa.com,,922127436.0,,-16.848459,28.37039399,2016-05-09T12:45:15.374000,2023-10-18T14:39:08.082000
estacion guaguas,Estacion de Guaguas,AV,Avenida,Los Pueblos,10,38660.0,38001,Adeje,Py Americas,,,922795427.0,,-16.72803,28.07152899,2016-05-09T12:45:15.374000,2017-12-13T12:59:37.304000
estacion guaguas,Estacion de Guaguas,AV,Avenida,Francisco Miranda,8,38430.0,38022,Icod de los Vinos,,,,922811304.0,,-16.72000284,28.36926307,2016-05-09T12:45:15.374000,2015-08-04T13:09:51.115000
estacion guaguas,Estacion de Guaguas,RB,Rambla,Los Menceyes,4,38509.0,38011,Candelaria,Estacion de Guaguas,,,,,-16.36754171,28.36283977,2016-05-09T12:45:15.374000,2017-11-03T14:26:30.429000
estacion guaguas,Estacion de Guaguas,LG,"Lugar, zona",Acceso Autovia TF 1 Norte,13,38350.0,38043,Tacoronte,,,,922561807.0,,-16.415701,28.47551399,2016-05-09T12:45:15.374000,2017-12-13T12:59:37.304000
estacion guaguas,Estacion de Guaguas Intercambiador,CL,Calle,Fomento,2,38003.0,38038,Santa Cruz de Tenerife,Los Llanos,www.titsa.com,,922218122.0,922217263.0,-16.25196223,28.4593538,2016-05-09T12:45:15,2017-12-13T12:56:07.308000
estacion guaguas,Estacion de Guaguas Intercambiador,AV,Avenida,Angel Guimera Jorge,5,38206.0,38023,La Laguna,Intercambiador de Transportes La Laguna,,,922259412.0,,-16.31692302,28.48029335,2016-05-09T12:45:15.374000,2015-08-25T12:56:14.566000
estacion guaguas,Estacion Guaguas Arafo,AV,Avenida,Reyes de España,29,38550.0,38004,Arafo,,,,,,-16.41959588,28.33836066,2016-05-17T13:04:36.912000,2016-06-28T07:43:49.135000
estacion guaguas,Estacion Guaguas Guia de Isora,AV,Avenida,Isora,3,38680.0,38019,Guía de Isora,,,,,,-16.77614277,28.20792256,2017-06-19T13:56:57.252000,2017-06-21T10:16:11.887000
transporte mercancia,Eurotener,CL,Calle,La Campana,4,38109.0,38032,El Rosario,PI La Campana San Isidro,www.herasatenerife.com,eurotener@tenerife.com,922629650.0,922629799.0,-16.3195537,28.41850525,2017-02-15T11:40:07.893000,2017-06-28T12:03:36.848000
transporte maritimo,Fred Olsen,CL,Calle,Subida Al Mayorazco,4,38110.0,38038,Santa Cruz de Tenerife,P I El Mayorazgo,www.fredolsen.es,,902100107.0,,-16.28222078,28.44397882,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
transporte maritimo,Fred Olsen,CL,Calle,Benjamin Franklin,0,38109.0,38032,El Rosario,PI La Campana San Isidro,www.fredolsen.es,almacenc@hotmail.com,922618206.0,922618206.0,-16.3168551,28.41175613,2017-02-15T11:40:07.893000,2017-06-28T12:03:36.848000
transporte maritimo,Fred Olsen Express,CL,Calle,Espigon Benchijigua,9,38650.0,38006,Arona,Los Cristianos,www.fredolsen.es,reservas@fredolsen.es,902100107.0,0.0,-16.72047471,28.04989212,2016-05-09T12:45:15.374000,2015-08-04T12:41:33.715000
transporte mercancia,From-To,CL,Calle,Via de Servicio Darsena Pesquera,24,38120.0,38038,Santa Cruz de Tenerife,Z I Darsena Norte Puerto,www.fromto-sl.com,fromto@from-tosl.com,922549801.0,922591131.0,-16.20213658,28.50010104,2017-02-15T11:40:07.893000,2017-02-20T09:06:03.492000
transporte mercancia,Gmr Canarias,CL,Calle,Jesus Hernandez Guzman,2,38110.0,38038,Santa Cruz de Tenerife,Z I Mercatenerife C,www.gmrcanarias.com,info@gmrcanarias.com,902377777.0,922236109.0,-16.27947,28.44452831,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
transporte mercancia,GMR Canarias,CL,Calle,Subida Al Mayorazco,24,38110.0,38038,Santa Cruz de Tenerife,P I El Mayorazgo B Edificio Arca,www.gmrcanarias.com,,922236048.0,922236109.0,-16.28609691,28.44528536,2017-02-15T11:40:07.893000,2017-06-28T10:23:23.167000
transporte mercancia,Gregorio Pack,CR,Carretera,Hoya Fria,5,38110.0,38038,Santa Cruz de Tenerife,Z I Mercatenerife,www.viagregorio.es,viagregorio@viagregorio.es,922619077.0,922214040.0,-16.28020023,28.44400558,2017-02-15T11:40:07.893000,2017-02-20T09:06:03.492000
transporte mercancia,Gruas y Transportes Juan Pedro,CL,Calle,Los Cercados,168,38380.0,38051,La Victoria,,,anni.73@hotmail.com,922581680.0,,-16.45987479,28.43102287,2016-05-09T12:45:15,2018-01-19T14:15:15.175000
transporte mercancia,Herasa Tenerife,CL,Calle,La Campana,4,38109.0,38032,El Rosario,PI La Campana San Isidro,www.herasatenerife.com,jose.fragoso@herasatenerife.com,922629650.0,922629799.0,-16.31955394,28.4185051,2017-02-15T11:40:07.893000,2018-12-13T08:54:55.321000
transporte mercancia,Hermanos Diaz Melian,CL,Calle,Miguel Hernandez Gomez,3,38639.0,38035,San Miguel,P I Las Chafiras,www.teidetours.com,comercial@teidetours.com,922735453.0,922735266.0,-16.61720792,28.04962082,2017-02-15T11:40:07.893000,2018-04-04T09:16:29.864000
transporte guagua,Herrerabus,CL,Calle,Ingenios Azucareros,15,38312.0,38026,La Orotava,P I San Jeronimo,,,922324304.0,,-16.54244918,28.39613299,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
aparcamiento publico,Hidraulica Tinerfeña Aparcamiento,CL,Calle,Subida Al Mayorazco,10,38110.0,38038,Santa Cruz de Tenerife,P I El Mayorazgo,www.hidraulica.com,info@hidraulica.com,922211033.0,922225304.0,-16.28399808,28.44560481,2017-02-15T11:40:07.893000,2017-03-29T07:50:43.137000
transporte sociosanitario,Iscan Servicios Integrales,CL,Calle,Carpinteria,0,38312.0,38026,La Orotava,P I San Jeronimo,www.iscan.si,general@iscan.si,902352828.0,,-16.54179663,28.39380176,2017-02-15T11:40:07.893000,2023-03-10T14:13:18.839000
transporte mercancia,JJ Bercedo,CL,Calle,Isidoro Luz Carpenter,0,38009.0,38038,Santa Cruz de Tenerife,Z I Chamberi,www.cayco.es,tenerife@cayco.es,922203766.0,922215689.0,-16.27358991,28.45049921,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
transporte mercancia,JJ Bercedo,CL,Calle,Isidoro Luz Carpenter,0,38009.0,38038,Santa Cruz de Tenerife,Z I Chamberi,www.cayco.es,tenerife@cayco.es,922203766.0,922215689.0,-16.27338946,28.45050448,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
aparcamiento publico,Koala Sur Aparcamiento,CL,Calle,Jose Bello Feo,0,38639.0,38035,San Miguel,P I Las Chafiras,,,922733297.0,,-16.61874455,28.04936855,2017-02-15T11:40:07.893000,2018-04-04T09:19:31.187000
transporte guagua,Leon Tenerife Tours,CL,Calle,Tinerfe El Grande,25,38670.0,38001,Adeje,,www.leontenerifetours.com,info@leontenerifetours.com,922711864.0,922780893.0,-16.72596093,28.11837147,2016-08-25T08:00:12.035000,2016-08-31T13:13:59.155000
transporte mercancia,Logistica Raser,PG,Polígono,Industrial Valle de Guimar,0,38509.0,38004,Arafo,PG GUIMAR MZ D PARC 2-3,,,,,-16.37114724,28.329506,2018-03-13T11:58:51.933000,2018-03-13T11:58:51.933000
transporte mercancia,Magens Mudanzas Internacionales,CL,Calle,Islas Filipinas,5,38009.0,38038,Santa Cruz de Tenerife,P I Costa Sur Buenos Aires,www.amagens.com,magens@amagens.com,922233075.0,922225960.0,-16.26767681,28.45456293,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
transporte tranvia,Metropolitano de Tenerife,CR,Carretera,General TF 194 La Cuesta Taco,124,38108.0,38023,La Laguna,Z I Las Torres De Taco,www.metrotenerife.com,comercial@metrotenerife.com,922024800.0,922574254.0,-16.29497396,28.45094866,2017-02-15T11:40:07.893000,2017-06-21T10:50:43.160000
transporte mercancia,Mudanzas Magens,CL,Calle,Islas Filipinas,5,38009.0,38038,Santa Cruz de Tenerife,P I Costa Sur Buenos Aires,www.amagens.com,magens@amagens.com,922233075.0,922225960.0,-16.26767681,28.45456293,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
transporte maritimo,Naviera Armas,CL,Calle,Espigon Benchijigua,9,38650.0,38006,Arona,Los Cristianos,www.navieraarmas.com,,902456500.0,0.0,-16.7205294,28.04990337,2016-05-09T12:45:15.374000,2015-08-04T12:41:33.715000
transporte mercancia,Paqueteria ParaTodaCuba,AV,Avenida,Santa Cruz,66,38611.0,38017,Granadilla de Abona,San Isidro CC Atogo Lc 02,,,922173073.0,,-16.558927,28.08018499,2016-05-09T12:45:15.374000,2016-11-29T10:10:04.174000
transporte mercancia,Parada de Camiones San Cristobal,CL,Calle,Espaldon Darsena Pesquera,0,38120.0,38038,Santa Cruz de Tenerife,Z I Darsena Norte Puerto,,,922591197.0,,-16.19827258,28.49825515,2017-02-15T11:40:07.893000,2017-05-17T12:45:06.357000
transporte taxi,Parada de Taxis,CL,Calle,Aceviño,2,38400.0,38028,Puerto de la Cruz,Ur La Paz,,,922378999.0,,-16.53877833,28.41452314,2016-11-21T07:56:53,2017-05-17T12:45:06.357000
transporte taxi,Parada de Taxis,AV,Avenida,Hermanos Fernandez Perdigon,1,38400.0,38028,Puerto de la Cruz,,,,,,-16.55262508,28.41438263,2017-12-14T12:18:53.670000,2017-12-14T12:18:53.670000
transporte taxi,Parada de Taxis,AV,Avenida,Familia Bethencourt y Molina,16,38400.0,38028,Puerto de la Cruz,,,,,,-16.54482713,28.4161206,2017-12-14T12:12:36,2017-12-14T12:12:36
transporte taxi,Parada de Taxis,AV,Avenida,Colon,18,38400.0,38028,Puerto de la Cruz,,,,,,-16.54199961,28.41838999,2017-12-14T12:12:36,2017-12-14T12:12:36
transporte taxi,Parada de Taxis,AV,Avenida,Aguilar y Quesada,0,38400.0,38028,Puerto de la Cruz,Pz Viera y Clavijo,,,,,-16.54372812,28.41547376,2017-12-14T12:12:36.193000,2017-12-14T12:12:36.193000
transporte taxi,Parada de Taxis,PZ,"Plaza, plazoleta",Charco,0,38400.0,38028,Puerto de la Cruz,,,,,,-16.55101988,28.41694848,2016-11-25T14:48:36.770000,2017-05-17T12:45:06.357000
transporte taxi,Parada de Taxis,AV,Avenida,Villanueva,0,38440.0,38018,La Guancha,,,,922828120.0,,-16.65327166,28.37408712,2016-05-09T12:45:15.374000,2023-10-18T14:39:08.082000
transporte taxi,Parada de Taxis,CR,Carretera,General TF 152 Norte,41,38350.0,38043,Tacoronte,La Estacion,,,922560635.0,922570800.0,-16.41506099,28.47705007,2016-05-09T12:45:15.374000,2017-12-14T10:08:18.336000
transporte taxi,Parada de Taxis,PZ,"Plaza, plazoleta",Juan Gonzalez de la Torre,1,38450.0,38015,Garachico,,,,922830056.0,,-16.76572555,28.372288,2016-05-09T12:45:15.374000,2015-08-04T13:05:11.790000
transporte taxi,Parada de Taxis,CL,Calle,Periodista Ernesto Salcedo,13,38509.0,38011,Candelaria,Plazoleta,,,922500353.0,,-16.37085807,28.3551586,2018-01-19T11:52:32,2018-02-07T12:42:36.032000
transporte taxi,Parada de Taxis,AV,Avenida,Maritima,165,38530.0,38011,Candelaria,Las Caletillas Frente  Ht Catalonia Punta del Rey,,,,,-16.36208736,28.37733772,2018-01-19T11:52:32,2018-01-22T07:54:10.598000
transporte taxi,Parada de Taxis,AV,Avenida,Bruselas,6,38660.0,38001,Adeje,Fañabe Rotonda Parque del sol,,,,,-16.73514663,28.08947028,2017-08-10T09:56:34.315000,2017-12-14T10:07:35.228000
transporte taxi,Parada de Taxis,PZ,"Plaza, plazoleta",La Luz,0,38470.0,38042,Los Silos,,,,608668193.0,922840164.0,-16.81772459,28.36544486,2016-05-09T12:45:15.374000,2017-12-14T10:07:35.228000
transporte taxi,Parada de Taxis,CR,Carretera,General TF 351 San Jose,40,38428.0,38034,San Juan de la Rambla,San Jose,,,,,-16.64538947,28.37937354,2016-05-09T12:45:15.374000,2016-05-24T11:46:13.881000
transporte taxi,Parada de Taxis,AV,Avenida,Los Menceyes,381,38320.0,38023,La Laguna,La Cuesta,,,,,-16.28657072,28.46815316,2016-05-09T12:45:15,2018-05-29T10:33:05.484000
transporte taxi,Parada de Taxis,PZ,"Plaza, plazoleta",Islas Canarias,0,38108.0,38023,La Laguna,Taco,,,,,-16.2974848,28.4465046,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
transporte taxi,Parada de Taxis,CL,Calle,Don Quijote,2,38203.0,38023,La Laguna,,,,,,-16.3236366,28.48712573,2016-05-09T12:45:15.374000,2015-08-04T13:59:50.927000
transporte taxi,Parada de Taxis,CL,Calle,Inocencia Garcia,0,38300.0,38026,La Orotava,Iglesia La Concepcion,,,922323737.0,,-16.52517638,28.39008271,2018-01-22T08:57:45,2018-01-22T08:57:45
transporte taxi,Parada de Taxis,CL,Calle,La Alhondiga,0,38480.0,38010,Buenavista del Norte,,,,696568775.0,,-16.85105151,28.37194128,2016-05-09T12:45:15.374000,2023-10-18T14:38:49.207000
transporte taxi,Parada de Taxis,CR,Carretera,General TF 28 Sur,102,38620.0,38035,San Miguel,,,,,,-16.61643769,28.09963053,2016-05-09T12:45:15.374000,2015-08-05T07:32:57.630000
transporte taxi,Parada de Taxis,CR,Carretera,España TF 217,20,38390.0,38039,Santa Úrsula,,,,,,-16.49065481,28.42534447,2016-05-09T12:45:15,2017-02-09T13:17:21
transporte taxi,Parada de Taxis,AV,Avenida,Canarias,4,38300.0,38026,La Orotava,,,,,,-16.52229502,28.39182081,2016-05-09T12:45:15,2015-09-07T13:58:33
transporte taxi,Parada de Taxis,CL,Calle,Alvaro Rodriguez Lopez,13,38005.0,38038,Santa Cruz de Tenerife,CC Meridiano,,,,,-16.25819026,28.45765832,2016-05-09T12:45:15,2017-12-14T07:58:07.051000
transporte taxi,Parada de Taxis,AL,"Alameda, aldea",Duque Santa Elena,0,38002.0,38038,Santa Cruz de Tenerife,Pz España,,,,,-16.24772402,28.46865841,2016-05-09T12:45:15,2017-12-14T07:49:45.327000
transporte taxi,Parada de Taxis,AV,Avenida,Bravo Murillo,2,38003.0,38038,Santa Cruz de Tenerife,,,,,,-16.24750212,28.46613938,2016-05-09T12:45:15,2015-11-10T10:52:31
transporte taxi,Parada de Taxis,CL,Calle,Doctor Jose Naveiras,28,38001.0,38038,Santa Cruz de Tenerife,,,,,,-16.25324936,28.47349272,2016-05-09T12:45:15,2016-05-04T07:33:57
transporte taxi,Parada de Taxis,CL,Calle,Calvario,4,38300.0,38026,La Orotava,,,,,,-16.52258578,28.39163736,2016-05-09T12:45:15,2018-03-20T10:44:54.401000
transporte taxi,Parada de Taxis,CL,Calle,Arona,3,38008.0,38038,Santa Cruz de Tenerife,Bo Salud,,,,,-16.27912207,28.47041976,2017-02-20T11:55:39,2017-03-15T12:24:41
transporte taxi,Parada de Taxis,CL,Calle,San Juan Bosco,0,38300.0,38026,La Orotava,Estacion de Guaguas,,,922323737.0,,-16.51954494,28.39373716,2018-01-22T08:57:45.634000,2018-01-22T08:57:45.634000
transporte taxi,Parada de Taxis,CL,Calle,El Pilar,2,38002.0,38038,Santa Cruz de Tenerife,,,,,,-16.25094217,28.46816866,2016-05-09T12:45:15,2017-12-14T07:58:07.051000
transporte taxi,Parada de Taxis,CR,Carretera,General TF 28 Sur,4,38509.0,38004,Arafo,La Hidalga,,,,,-16.39529749,28.3336954,2016-05-09T12:45:15,2016-05-18T10:05:03.287000
transporte taxi,Parada de Taxis,PZ,"Plaza, plazoleta",Weyler,0,38003.0,38038,Santa Cruz de Tenerife,,,,,,-16.25541518,28.46758675,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
transporte taxi,Parada de Taxis,CL,Calle,General Gutierrez,2,38003.0,38038,Santa Cruz de Tenerife,,,,,,-16.24795675,28.46624879,2016-05-09T12:45:15.374000,2015-11-10T10:52:31.023000
transporte taxi,Parada de Taxis,CL,Calle,Heliodoro Rodriguez Lopez,5,38005.0,38038,Santa Cruz de Tenerife,,,,,,-16.26203875,28.46168596,2016-05-09T12:45:15.374000,2015-08-04T10:26:16.678000
transporte taxi,Parada de Taxis,CL,Calle,Bentagay,1,38111.0,38038,Santa Cruz de Tenerife,CC Santa Cruz Carrefour,,,,,-16.30044673,28.42606539,2016-05-09T12:45:15.374000,2015-08-04T10:47:03.881000
transporte taxi,Parada de Taxis Alisios,CL,Calle,Tamaragua,57,38111.0,38038,Santa Cruz de Tenerife,Los Alisios,,,,,-16.30565335,28.42641608,2016-10-13T10:10:43,2016-11-28T14:30:13
transporte taxi,Parada de Taxis Ambulatorio,CL,Calle,Tome Cano,0,38005.0,38038,Santa Cruz de Tenerife,,,,,,-16.26208078,28.4587542,2016-05-09T12:45:15,2017-12-14T09:32:10.802000
transporte taxi,Parada de Taxis Anaga,CL,Calle,Carlos J R Hamilton,10,38001.0,38038,Santa Cruz de Tenerife,Rs Anaga,,,,,-16.24489108,28.47877912,2016-05-09T12:45:15,2016-11-23T09:43:03
transporte taxi,Parada de Taxis Callao Salvaje,AV,Avenida,El Jable,43,38678.0,38001,Adeje,Callao Salvaje,,,,,-16.78135016,28.12965403,2017-05-17T12:45:06,2017-06-16T11:32:18.928000
transporte taxi,Parada de Taxis Casas Amarillas,CL,Calle,Mendez Nuñez,64,38002.0,38038,Santa Cruz de Tenerife,,,,,,-16.25266163,28.47168144,2016-05-09T12:45:15,2017-12-14T07:59:17.425000
transporte taxi,Parada de Taxis El Corte Ingles,AV,Avenida,Tres de Mayo,5,38003.0,38038,Santa Cruz de Tenerife,,,,,,-16.25400403,28.45949378,2016-05-09T12:45:15,2018-01-30T14:23:34.121000
transporte taxi,Parada de Taxis El Sobradillo,CR,Carretera,General TF 272 El Sobradillo,1,38108.0,38038,Santa Cruz de Tenerife,Barranco Grande,,,,,-16.30601747,28.43766845,2016-05-16T10:30:09,2016-05-16T10:31:25
transporte taxi,Parada de Taxis Hospital La Candelaria,CL,Calle,Maestro Borguño,1,38010.0,38038,Santa Cruz de Tenerife,Las Delicias Hospital La Candelaria,,,,,-16.28474295,28.44972649,2016-05-09T12:45:15,2018-01-18T14:20:17.443000
transporte taxi,Parada de Taxis Hospital Universitario,CR,Carretera,General TF 194 La Cuesta Taco,0,38320.0,38023,La Laguna,Hospital Universitario de Canarias,,,,,-16.29263361,28.45667128,2017-01-27T09:18:39,2017-01-27T09:18:39
transporte taxi,Parada de Taxis Hotel Mencey,CL,Calle,Doctor Jose Naveiras,40,38001.0,38038,Santa Cruz de Tenerife,,,,,,-16.25386821,28.47471137,2016-05-09T12:45:15,2016-05-04T07:33:57
transporte taxi,Parada de Taxis Intercambiador,AV,Avenida,Tres de Mayo,3,38003.0,38038,Santa Cruz de Tenerife,Intercambiador de Transportes,,,,,-16.25197422,28.45976045,2016-05-09T12:45:15,2018-01-30T14:23:34.121000
transporte taxi,Parada de Taxis La Gallega,AV,Avenida,Litre,1,38107.0,38038,Santa Cruz de Tenerife,La Gallega Rt Isla de La Palma,,,,,-16.32002276,28.43549837,2017-12-14T09:39:12.634000,2017-12-14T09:39:12.634000
transporte taxi,Parada de Taxis Las Mimosas,CL,Calle,Enrique Wolfson,10,38006.0,38038,Santa Cruz de Tenerife,,,,,,-16.2588517,28.47177263,2016-05-09T12:45:15,2015-08-05T07:55:58
transporte taxi,Parada de Taxis Las Teresitas,LG,"Lugar, zona",Playa Las Teresitas,0,38120.0,38038,Santa Cruz de Tenerife,San Andres Playa,,,0.0,0.0,-16.18858583,28.50752393,2016-05-09T12:45:15,2017-12-14T09:49:01
transporte taxi,Parada de Taxis Loro Parque,AV,Avenida,Loro Parque,1,38400.0,38028,Puerto de la Cruz,Punta Brava,,,,,-16.56476539,28.41004149,2016-11-18T14:09:19,2016-11-18T14:09:19
